investigation_type,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,broad_phase_of_flight,report_status,state,year,month,day,human_error,make_model
incident,incident,minor,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,2.0,78.0,VMC,descent,Probable Cause,FL,1992,12,17,False,boeing 727
accident,non-fatal,minor,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,3.0,21.0,200.0,IMC,cruise,Probable Cause,FL,1993,1,5,False,boeing 767
accident,non-fatal,substantial,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,191.0,IMC,climb,Probable Cause,FL,1993,2,23,False,boeing 757
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,61.0,IMC,descent,Probable Cause,FL,1993,4,26,False,boeing 757
incident,incident,minor,unknown,boeing,707,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,takeoff,Probable Cause,FL,1993,8,2,False,boeing 707
accident,non-fatal,substantial,unknown,boeing,MD83,no,2.0,turbo jet,commercial flight,0.0,1.0,1.0,80.0,VMC,climb,Probable Cause,FL,1993,10,3,False,boeing MD83
incident,incident,minor,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,95.0,VMC,takeoff,Probable Cause,FL,1993,10,4,False,boeing 757
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,169.0,VMC,standing,Probable Cause,FL,1994,1,1,False,boeing 767
accident,non-fatal,unknown,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,208.0,VMC,cruise,Probable Cause,FL,1994,1,28,False,airbus A300
incident,incident,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,150.0,VMC,approach,Probable Cause,FL,1994,4,2,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,0.0,5.0,VMC,standing,Probable Cause,FL,1994,11,22,False,boeing 727
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,94.0,VMC,cruise,Probable Cause,FL,1995,5,19,False,boeing 737
incident,incident,unknown,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,1.0,0.0,130.0,VMC,cruise,Probable Cause,FL,1995,5,19,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,136.0,VMC,taxi,Probable Cause,FL,1995,5,24,False,boeing 727
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,120.0,VMC,descent,Probable Cause,FL,1995,7,18,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,165.0,VMC,taxi,Probable Cause,FL,1995,8,5,False,boeing 727
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,50.0,VMC,descent,Probable Cause,FL,1995,8,25,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,78.0,VMC,taxi,Probable Cause,FL,1995,9,6,False,boeing 737
incident,incident,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,3.0,162.0,VMC,takeoff,Probable Cause,FL,1995,9,26,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,takeoff,Probable Cause,FL,1995,10,23,False,boeing 747
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,58.0,IMC,descent,Probable Cause,FL,1995,11,7,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,459.0,VMC,taxi,Probable Cause,FL,1996,1,23,False,boeing 747
accident,non-fatal,substantial,unknown,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,459.0,VMC,taxi,Probable Cause,FL,1996,1,23,False,boeing MD11
incident,incident,minor,unknown,boeing,707,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,4.0,VMC,cruise,Probable Cause,FL,1996,2,22,False,boeing 707
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,62.0,VMC,takeoff,Probable Cause,FL,1996,3,20,False,boeing 737
accident,fatal,destroyed,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,110.0,0.0,0.0,0.0,VMC,climb,Probable Cause,FL,1996,5,11,False,boeing DC9
accident,fatal,substantial,airplane,boeing,MD88,no,2.0,turbo jet,commercial flight,2.0,2.0,3.0,137.0,VMC,takeoff,Probable Cause,FL,1996,7,6,False,boeing MD88
incident,incident,minor,unknown,boeing,DC862,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,5.0,VMC,takeoff,Probable Cause,FL,1996,12,30,False,boeing DC862
incident,incident,minor,unknown,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,cruise,Probable Cause,FL,1997,4,19,False,boeing 747
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,unknown,Probable Cause,FL,1997,7,4,False,boeing DC8
accident,fatal,destroyed,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,5.0,0.0,0.0,0.0,VMC,takeoff,Probable Cause,FL,1997,8,7,False,boeing DC8
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,2.0,74.0,VMC,descent,Probable Cause,FL,1997,8,21,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,DC-9-,no,2.0,turbo fan,commercial flight,0.0,1.0,3.0,91.0,IMC,cruise,Probable Cause,FL,1997,10,1,False,boeing DC-9-
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,standing,Probable Cause,FL,1997,11,20,False,boeing DC8
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,188.0,VMC,cruise,Probable Cause,FL,1998,1,6,False,boeing 757
accident,non-fatal,minor,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,3.0,14.0,177.0,VMC,takeoff,Probable Cause,FL,1998,3,30,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,727,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,81.0,VMC,takeoff,Probable Cause,FL,1998,10,7,False,boeing 727
accident,non-fatal,substantial,unknown,boeing,747,no,4.0,turbo jet,commercial flight,0.0,0.0,0.0,4.0,VMC,standing,Probable Cause,FL,1998,12,1,False,boeing 747
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,56.0,VMC,approach,Probable Cause,FL,1998,12,15,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,89.0,VMC,climb,Probable Cause,FL,1999,9,12,False,boeing 737
accident,non-fatal,substantial,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,128.0,VMC,taxi,Probable Cause,FL,2000,7,2,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,167.0,VMC,descent,Probable Cause,FL,2000,9,26,False,boeing 777
accident,fatal,minor,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,1.0,3.0,19.0,110.0,VMC,climb,Probable Cause,FL,2000,11,20,False,airbus A300
accident,non-fatal,unknown,unknown,boeing,737,no,2.0,turbo jet,commercial flight,0.0,1.0,1.0,76.0,IMC,climb,Probable Cause,FL,2001,4,17,False,boeing 737
incident,incident,minor,unknown,boeing,MD83,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,125.0,VMC,landing,Probable Cause,FL,2002,1,1,False,boeing MD83
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,160.0,VMC,cruise,Probable Cause,FL,2002,5,8,False,boeing 737
accident,non-fatal,destroyed,unknown,boeing,727,no,3.0,turbo jet,commercial flight,0.0,3.0,0.0,106.0,VMC,approach,Probable Cause,FL,2002,7,26,False,boeing 727
incident,incident,minor,unknown,boeing,DC10,no,3.0,turbo jet,commercial flight,0.0,0.0,0.0,4.0,VMC,approach,Probable Cause,FL,2002,8,10,False,boeing DC10
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,105.0,VMC,standing,Probable Cause,FL,2002,9,13,False,boeing 737
accident,non-fatal,unknown,unknown,boeing,MD82,no,2.0,turbo jet,commercial flight,0.0,1.0,0.0,75.0,VMC,descent,Probable Cause,FL,2002,11,6,False,boeing MD82
accident,non-fatal,unknown,unknown,boeing,777,no,2.0,turbo fan,commercial flight,0.0,2.0,0.0,131.0,VMC,descent,Probable Cause,FL,2003,2,25,False,boeing 777
accident,non-fatal,unknown,unknown,embraer,ERJ145,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,52.0,IMC,descent,Probable Cause,FL,2003,6,18,False,embraer ERJ145
accident,non-fatal,unknown,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,3.0,27.0,144.0,VMC,standing,Probable Cause,FL,2003,6,23,False,boeing 757
incident,incident,minor,unknown,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,169.0,VMC,taxi,Probable Cause,FL,2003,8,24,False,boeing 757
incident,incident,minor,unknown,airbus,A330,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,183.0,VMC,climb,Probable Cause,FL,2003,10,5,False,airbus A330
accident,non-fatal,unknown,unknown,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,1.0,2.0,103.0,VMC,taxi,Probable Cause,FL,2003,10,16,False,airbus A319
incident,incident,unknown,unknown,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,290.0,VMC,landing,Probable Cause,FL,2004,2,19,False,boeing 767
incident,incident,minor,unknown,airbus,A300,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,2.0,VMC,landing,Probable Cause,FL,2004,3,11,False,airbus A300
accident,non-fatal,unknown,airplane,boeing,777,no,2.0,turbo fan,commercial flight,0.0,1.0,0.0,216.0,VMC,cruise,Probable Cause,FL,2004,7,25,False,boeing 777
accident,non-fatal,substantial,unknown,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,197.0,VMC,landing,Probable Cause,FL,2005,9,18,False,airbus A321
incident,incident,minor,unknown,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,118.0,VMC,landing,Probable Cause,FL,2006,8,31,False,boeing 737
incident,incident,unknown,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,368.0,VMC,taxi,Probable Cause,FL,2006,12,26,False,boeing 747
incident,incident,minor,unknown,boeing,DC8,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,IMC,landing,Probable Cause,FL,2007,2,4,False,boeing DC8
accident,non-fatal,substantial,unknown,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,156.0,VMC,landing,Probable Cause,FL,2007,3,29,False,boeing DC9
incident,non-fatal,minor,airplane,boeing,757,no,unknown,turbo fan,commercial flight,0.0,6.0,0.0,140.0,VMC,unknown,"the arcing of the windshield heat system at the upper, aft (J1) and upper, forward (J4) terminal locations on the first officer's windshield, which caused the inner pane of glass to fracture.",FL,2008,1,31,False,boeing 757
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,1.0,1.0,146.0,IMC,unknown,"An unexpected encounter with turbulence, during the initial descent for landing.",FL,2008,4,7,False,boeing 737
incident,non-fatal,minor,airplane,boeing,MD11,no,3.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,"The insufficient predicted fatigue life of the P/N KBE6-59 adjustable-length 3/8-inch rod end, and the inadequate fatigue margin at the transcowl CDU clevis assembly bracket attachment rivets for the one actuator out condition, which resulted in the failure of a second transcowl attachment during thrust reverser activation, leading to the partial liberation of the thrust reversers inboard transcowl.",FL,2008,5,21,False,boeing MD11
accident,non-fatal,unknown,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,2.0,2.0,149.0,VMC,unknown,An inadvertent in-flight encounter with turbulence during approach. Contributing to the accident was the passengers' failure to follow the instructions of the illuminated seatbelt sign.,FL,2009,7,10,False,airbus A320
accident,non-fatal,unknown,airplane,boeing,717,no,2.0,turbo jet,commercial flight,0.0,0.0,1.0,85.0,IMC,unknown,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",FL,2009,8,27,False,boeing 717
accident,non-fatal,unknown,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,2.0,1.0,114.0,VMC,unknown,"An inadvertent in-flight encounter with turbulence, resulting in an injury to a cabin attendant.",FL,2010,3,11,False,airbus A319
accident,non-fatal,substantial,airplane,boeing,747,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,3.0,VMC,unknown,impact of the fore flap with the aft fuselage after fatigue failure of the right wing fore flap carriage assembly attachment fitting at position 6.,FL,2010,5,17,False,boeing 747
accident,non-fatal,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,160.0,unknown,unknown,Fatigue failure of the fuselage crown skin due to incorrect manufacturing of the crown skin panel that resulted in a skin thickness less than the manufacturer-specified thickness.,FL,2010,10,27,False,boeing 757
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,142.0,VMC,unknown,"The ground service vehicle driver's depressing of the accelerator rather than the brake pedal, resulting in a collision with the airplane.",FL,2010,10,29,False,boeing 737
incident,unknown,unknown,airplane,boeing,737,no,2.0,turbo jet,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,"Air traffic controllers did not maintain required awareness of available flight data and aircraft positions, resulting in issuance of an incorrect altitude clearance that caused a loss of standard instrument flight rules separation between the two aircraft.",FL,2010,11,11,False,boeing 737
incident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,145.0,VMC,unknown,The air traffic controllers application of inappropriate separation between the B737 and the Cirrus and their inappropriate use of airborne civilian aircraft for observation of other airborne aircraft. Contributing to the incident was the crew of the B737's execution of a clearance that resulted in operation near other aircraft.,FL,2011,3,27,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,MD88,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,126.0,VMC,unknown,"The in-flight encounter with convective turbulence, resulting in an injury to a cabin attendant.",FL,2011,6,22,False,boeing MD88
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,141.0,VMC,unknown,An encounter with convective turbulence during the descent.,FL,2011,9,6,False,boeing 737
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,165.0,VMC,unknown,"The in-flight encounter with clear air turbulence, which resulted in an injury to a cabin attendant.",FL,2011,9,29,False,boeing 737
accident,non-fatal,unknown,airplane,airbus,A319,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,142.0,VMC,unknown,"an inadvertent encounter with convectively induced turbulence developing upwards into the flight path, which was not detected on weather radar as configured by the crew.

Contributing to the delay in emergency medical personnel notification was the incomplete coordination of paramedic response by air traffic control and ineffective communications monitoring by Frontier Airlines.",FL,2012,5,10,False,airbus A319
accident,non-fatal,minor,airplane,airbus,A340,no,4.0,turbo fan,commercial flight,0.0,0.0,0.0,397.0,VMC,unknown,"LV-BMT flight crew's incorrect evaluation of the clearance between the two aircraft, leading to the inadvertent collision of the left winglet with the horizontal stabilizer and elevator of F-GNZI. Contributing to the accident were the incorrect instructions given by the Miami Gates controller to the LV-BMT flight crew.",FL,2013,1,17,False,airbus A340
accident,non-fatal,substantial,airplane,boeing,757,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,172.0,VMC,unknown,The failure of the first officer to control the airplane pitch after touchdown. Contributing to the accident was the first officers inexperience in the aircraft type.,FL,2014,9,16,False,boeing 757
incident,unknown,unknown,airplane,boeing,767,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,"The controller's issuance of a landing clearance to an arriving aircraft while another aircraft was in position on the same runway. Contributing to the incident was the controller's non-compliance with traffic advisory procedures, and insufficient requirements for use of memory aids to track arrival and departure operations.",FL,2015,4,12,False,boeing 767
accident,non-fatal,unknown,airplane,boeing,DC9,no,2.0,turbo fan,commercial flight,0.0,7.0,1.0,137.0,VMC,unknown,"evacuation of the aircraft due to reported, but unverified, aircraft condition and poor communication between Aircraft Rescue and Firefighting personnel and the flight crew.",FL,2015,6,8,False,boeing DC9
accident,non-fatal,substantial,airplane,boeing,767,no,unknown,turbo fan,commercial flight,0.0,21.0,1.0,79.0,VMC,unknown,the separation of the flexible fuel line coupling and subsequent fuel leak due to the failure of maintenance personnel to install the required safety lockwire. Contributing to the severity of the accident was the initiation of the evacuation before the right engine was shut down which led to the passenger's injury.,FL,2015,10,29,False,boeing 767
accident,non-fatal,unknown,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,1.0,143.0,VMC,unknown,an inadvertent encounter with clear air turbulence.,FL,2016,1,28,False,boeing 737
incident,unknown,unknown,airplane,airbus,A321,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,VMC,unknown,"The air traffic controller's failure to ensure the runway surface area was clear of vehicles before clearing an aircraft for takeoff. Also causal was the flight crew's decision to initiate a takeoff while the Runway Status Lights (RWSL) Takeoff Hold Lights (THLs) were activated. Contributing to the incident was the lack of a standard procedure for vehicle operators to request runway clearances and resultant ""hear back/read back"" error between the vehicle operator and the air traffic controller.",FL,2016,1,29,False,airbus A321
accident,non-fatal,substantial,airplane,boeing,737,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,104.0,VMC,unknown,"A low-cycle fatigue crack in the dovetail of fan blade No. 23, which resulted in the fan blade separating in flight and impacting the fan case. This impact caused the fan blade to fracture into fragments that traveled farther than expected into the inlet, which compromised the structural integrity of the inlet and led to the in-flight separation of inlet components. A portion of the inlet struck the fuselage and created a hole, causing the cabin to depressurize.",FL,2016,8,27,False,boeing 737
incident,unknown,minor,airplane,airbus,A320,no,2.0,turbo fan,commercial flight,0.0,0.0,0.0,0.0,unknown,unknown,the incorrect latching of the #2 Engine Fan Cowl following a routine maintenance check that resulted in separation of the cowl during takeoff.,FL,2016,9,19,False,airbus A320
